pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,dropoff_datetime
-74.008179,40.724079,-73.843666,40.755989,2013-09-19 12:48:01
-73.961716,40.713882,-73.844521,40.757492,2013-09-19 12:40:51
-73.939857,40.751251,-73.844978,40.75872,2013-09-18 19:39:51
-73.91803,40.770523,-73.844696,40.758011,2013-09-17 18:53:08
-73.944992,40.746174,-73.844559,40.757694,2013-09-17 19:04:36
-73.963623,40.761654,-73.845711,40.754528,2013-09-18 19:08:45
-73.940178,40.750309,-73.844276,40.757339,2013-09-17 18:53:17
-73.974213,40.764889,-73.844627,40.757957,2013-06-15 13:05:47
-73.962631,40.766235,-73.844093,40.756905,2013-06-15 13:34:22
-73.990944,40.75573,-73.848755,40.757648,2013-06-15 13:18:05
-73.990852,40.749638,-73.845123,40.758778,2013-06-15 13:21:59
-73.972969,40.756153,-73.848953,40.757813,2013-06-15 13:09:09
-73.990639,40.756363,-73.844887,40.758484,2013-06-16 13:15:03
-73.985962,40.767853,-73.848846,40.757561,2013-06-16 13:39:15
-73.988914,40.692554,-73.844841,40.758327,2013-06-16 12:42:07
-73.97953,40.767254,-73.844772,40.758118,2013-06-16 12:45:24
-73.97718,40.751125,-73.844795,40.758083,2013-06-16 13:03:26
-73.95594,40.767815,-73.844131,40.757027,2013-06-16 13:03:58
-73.886269,40.755177,-73.844627,40.757935,2013-06-16 13:19:35
-73.872383,40.774151,-73.845085,40.758755,2013-06-16 12:40:57
-73.948532,40.782387,-73.844673,40.758053,2013-06-16 12:53:07
-73.946732,40.776558,-73.845154,40.759048,2013-06-16 13:05:37
-73.97274,40.786572,-73.844002,40.756824,2013-05-12 12:42:53
-73.958878,40.716614,-73.848747,40.75795,2013-05-12 13:20:46
-73.977173,40.75071,-73.847908,40.757599,2013-05-12 12:56:48
-73.971581,40.759098,-73.844734,40.758045,2013-05-12 12:44:03
-73.955597,40.785305,-73.848885,40.757446,2013-05-12 13:35:07
-73.985245,40.738785,-73.844528,40.757626,2013-05-12 12:40:56
-73.984215,40.737434,-73.844955,40.758533,2013-07-20 13:27:29
-73.847878,40.723457,-73.848824,40.757706,2013-07-19 18:46:26
-73.978539,40.724583,-73.849365,40.757572,2013-07-21 12:40:52
-73.993279,40.742237,-73.844841,40.758411,2013-07-21 13:17:49
-73.975662,40.776608,-73.844627,40.757763,2013-07-20 13:20:03
-73.97039,40.689564,-73.844856,40.758373,2013-07-21 12:54:16
-73.997803,40.68301,-73.848747,40.757648,2013-07-19 19:04:43
-73.986504,40.728111,-73.849602,40.75338,2013-07-21 12:42:04
-73.950027,40.785538,-73.845139,40.758961,2013-07-21 13:17:41
-73.95179,40.714054,-73.845055,40.758728,2013-07-21 12:57:21
-73.965759,40.762638,-73.844757,40.758179,2013-07-16 19:38:03
-73.972786,40.756191,-73.848824,40.757416,2013-07-21 12:46:07
-73.979309,40.760235,-73.845718,40.759754,2013-07-21 12:54:44
-73.950203,40.675259,-73.846291,40.754581,2013-07-19 19:14:00
-73.888046,40.767559,-73.846153,40.759945,2013-07-21 13:19:58
-73.986542,40.757763,-73.844528,40.757732,2013-07-20 12:44:22
-73.961227,40.76482,-73.84465,40.757961,2013-07-21 12:42:59
-73.865807,40.770264,-73.844086,40.757072,2013-07-16 19:40:44
-73.95298,40.783405,-73.8489,40.7575,2013-09-14 16:10:00
-73.98452,40.748096,-73.848915,40.757378,2013-09-14 16:00:00
-73.870979,40.773731,-73.848984,40.757359,2013-09-14 16:02:00
-73.95681,40.774818,-73.837013,40.757614,2013-09-14 16:10:00
-73.973358,40.790524,-73.844162,40.757118,2013-09-11 18:50:00
-73.951553,40.71368,-73.849274,40.753593,2013-09-14 16:17:00
-73.874619,40.773998,-73.844757,40.756016,2013-09-11 18:59:00
-73.957916,40.779251,-73.844421,40.757507,2013-09-14 16:24:00
-73.945976,40.775517,-73.84845,40.758282,2013-06-16 12:50:00
-73.956818,40.766403,-73.845032,40.758827,2013-06-16 13:08:00
-73.871254,40.774014,-73.84494,40.758636,2013-06-14 19:37:00
-73.969116,40.756027,-73.846031,40.754463,2013-06-12 18:55:00
-73.95665,40.767052,-73.844345,40.757519,2013-06-16 13:16:00
-73.965431,40.766773,-73.843727,40.756321,2013-06-13 12:52:00
-73.971703,40.759987,-73.848785,40.757633,2013-06-14 19:30:00
-73.95565,40.767975,-73.845863,40.759888,2013-06-15 13:38:00
-73.95356,40.767044,-73.844933,40.758476,2013-06-12 18:51:00
-73.930473,40.76123,-73.845016,40.758759,2013-06-16 12:57:00
-73.963562,40.777187,-73.8489,40.757912,2013-06-16 13:35:00
-73.977562,40.752579,-73.848763,40.757656,2013-06-15 13:03:00
