7169941F3613589EE3FD32E0B676CF4E,6D8C0AF3199ECFDE498788E77FFBC53B,VTS,1,,2013-01-14 18:50:00,2013-01-14 19:04:00,1,840,3.46,-74.01506,40.711266,-73.995331,40.749546
7C85CB4609C72ADD64D1B852B177B29B,FC6F9F144A4D0F690B4229994FD5844A,VTS,1,,2013-01-14 18:46:00,2013-01-14 19:01:00,1,900,1.67,-73.9729,40.755482,-73.994446,40.754318
682691A084E2550BE7DF70FBA35EFC80,38D8CDEFEEE7F98E5AB7AEC17E58F160,VTS,1,,2013-01-14 18:54:00,2013-01-14 19:02:00,6,480,1.66,-73.987175,40.768845,-73.990829,40.7509
835204CB0C75C65267BBD95A218F3286,B9A620153D29D33D32D6CD3D2D963B17,VTS,1,,2013-01-14 19:05:00,2013-01-14 19:09:00,1,240,1.05,-73.997803,40.741791,-73.992691,40.753162
600C1ED0171F4BD8B5F369A0AF71CE68,2DCAEB948B8E4BEF29602AFEF56D936E,VTS,1,,2013-01-14 19:02:00,2013-01-14 19:04:00,1,120,0.47,-73.985924,40.757141,-73.988869,40.753052
7DE23E40957A142A827081FA19EEC829,92062D924B1465FA8F194B27BFC59611,VTS,1,,2013-01-14 18:40:00,2013-01-14 19:01:00,1,1260,3.71,-73.949158,40.777622,-73.995949,40.746086
A95A1E3D8403A43DCC4B9CA6D4D44B34,881B345A0E450984314CB6A5F3E56389,VTS,1,,2013-01-14 18:52:00,2013-01-14 19:03:00,1,660,1.59,-73.971252,40.753929,-73.99147,40.749107
4DE1DDC59EC92BE3EAA466F564986F31,55C83091F910DC25C2C7B857E00EA0A8,VTS,1,,2013-01-14 18:58:00,2013-01-14 19:01:00,1,180,0.61,-73.999687,40.743496,-73.994888,40.749588
98B20BEB1F9CD79CBA5E4CCD884884F5,C2E187D12173AC58CEC15F65BF1E8243,VTS,1,,2013-01-14 19:00:00,2013-01-14 19:07:00,1,420,1.34,-73.98793,40.743816,-73.996063,40.748421
942843964F6C870D8C78BCBB8C301487,B9146B6D4952F054CD16D44EF096312B,VTS,1,,2013-01-14 18:36:00,2013-01-14 19:01:00,1,1500,5.04,-74.002426,40.708885,-73.989777,40.752766
ACA3D646AFDB9CEC3B83085BDF676766,3493216135B0F46CBD48FDE3042C4421,VTS,1,,2013-01-14 18:54:00,2013-01-14 19:04:00,2,600,1.78,-73.993446,40.733261,-73.994476,40.751514
FCD387C7A917EDB3B6F634EE8DFB88B8,8C10F79866AA68C320F2617405C941DF,VTS,1,,2013-01-14 19:00:00,2013-01-14 19:03:00,3,180,0.88,-74.003815,40.742027,-73.996803,40.747456
6F38771E2ED14F0847A840D6E1A270AB,FB0B6758E00519A6D8F793A480281FA7,VTS,1,,2013-01-14 18:55:00,2013-01-14 19:05:00,5,600,1.07,-73.981743,40.746265,-73.991371,40.75362
BFC7B5658240F0BF73C7FBA5B3B5F338,7868E9096432F037649B74418A2D7A79,VTS,1,,2013-01-14 19:00:00,2013-01-14 19:02:00,1,120,0.21,-73.977638,40.755531,-73.988724,40.755535
19B10C15EEBFE03D0B899DF50CBEA912,8BAF0B49E5213E010109D31BDF591FD6,VTS,1,,2013-01-14 18:46:00,2013-01-14 19:05:00,2,1140,1.61,-73.96624,40.754768,-73.989342,40.754749
E5044EC4A438E0715E1C21590BC3EFF7,4277D4DA08B3AFED2D6DA076EDF6B802,VTS,1,,2013-01-14 18:38:00,2013-01-14 19:04:00,1,1560,6.02,-73.995651,40.687416,-73.992683,40.748787
92E926A97908C71240FBAF6F5A1C3842,102DD6747A2FD2AFE41D123EF574B386,VTS,1,,2013-01-14 18:59:00,2013-01-14 19:04:00,1,300,1.64,-73.999245,40.734905,-73.995071,40.748863
7CB7D114409873CD2CF8BB7AA17EA22A,7C56231763969FF71D9FC21418840DD7,VTS,1,,2013-01-14 18:50:00,2013-01-14 19:02:00,1,720,2.1,-73.983017,40.731564,-73.995247,40.74892
A2DB789B7DAD4B0C846BAFBA6B524063,AD79DD0577EA1458598395494528EBCB,VTS,1,,2013-01-14 19:12:00,2013-01-14 19:20:00,1,480,1.96,-73.984238,40.737202,-73.991966,40.754295
