7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 13:17:00,2013-01-08 13:23:00,1,360,0.12,-73.988106,40.7491,-73.978508,40.76363
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 12:17:00,2013-01-08 12:24:00,1,420,0.12,-73.986755,40.734081,-73.983704,40.746811
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 10:19:00,2013-01-08 10:38:00,1,1140,0.23,-73.9963,40.738159,-73.972794,40.762218
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 13:58:00,2013-01-08 14:32:00,1,2040,0.84,-73.977249,40.758373,-73.840248,40.721222
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 13:48:00,2013-01-08 13:55:00,1,420,0.09,-73.98703,40.751194,-73.978821,40.758492
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 13:37:00,2013-01-08 13:45:00,1,480,0.12,-73.985939,40.760033,-73.989311,40.751827
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 17:31:00,2013-01-08 17:40:00,1,540,0.13,-73.96106,40.760677,-73.961304,40.7742
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 16:24:00,2013-01-08 16:37:00,1,780,0.19,-73.964149,40.807426,-73.940025,40.805454
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 18:42:00,2013-01-08 18:49:00,1,420,0.12,-73.989746,40.769585,-73.9711,40.764057
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 16:01:00,2013-01-08 16:21:00,1,1200,0.4,-73.960999,40.760822,-73.967781,40.801746
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 16:38:00,2013-01-08 16:53:00,1,900,0.61,-73.938744,40.80479,-73.871704,40.774456
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 18:01:00,2013-01-08 18:06:00,1,300,0.08,-73.979469,40.784912,-73.970566,40.789165
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 19:05:00,2013-01-08 19:20:00,1,900,0.24,-73.963058,40.766438,-73.991714,40.754028
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 17:41:00,2013-01-08 17:51:00,1,600,0.18,-73.961693,40.774391,-73.976601,40.788342
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 19:50:00,2013-01-08 20:03:00,1,780,0.17,-73.989586,40.729954,-73.988914,40.748772
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 18:53:00,2013-01-08 18:59:00,1,360,0.13,-73.974625,40.762573,-73.960648,40.769802
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 20:07:00,2013-01-08 20:14:00,1,420,0.16,-73.98362,40.755787,-73.981087,40.774452
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 19:39:00,2013-01-08 19:47:00,1,480,0.16,-74.007584,40.724682,-73.988022,40.726437
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 20:21:00,2013-01-08 20:29:00,1,480,0.17,-73.982307,40.773048,-73.970856,40.793297
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 18:16:00,2013-01-08 18:26:00,1,600,0.15,-73.981834,40.77824,-73.993874,40.767063
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 19:21:00,2013-01-08 19:36:00,1,900,0.3,-73.991989,40.754242,-74.00856,40.716438
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-09 08:39:00,2013-01-09 08:46:00,1,420,0.11,-73.99334,40.72187,-73.987061,40.736347
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 20:34:00,2013-01-08 20:47:00,1,780,0.53,-73.9692,40.798447,-74.007584,40.740887
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-09 11:14:00,2013-01-09 11:20:00,1,360,0.09,-73.981285,40.750084,-73.973633,40.757198
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-09 13:01:00,2013-01-09 13:09:00,1,480,0.05,-73.980949,40.764301,-73.974007,40.764091
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-09 08:51:00,2013-01-09 08:57:00,1,360,0.1,-73.980194,40.742802,-73.97126,40.754944
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-09 09:58:00,2013-01-09 10:07:00,1,540,0.11,-73.969322,40.757416,-73.98291,40.766922
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-09 09:15:00,2013-01-09 09:27:00,1,720,0.13,-73.968452,40.755684,-73.981834,40.766258
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-09 09:33:00,2013-01-09 09:39:00,1,360,0.07,-73.982506,40.764763,-73.976303,40.758469
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-09 11:52:00,2013-01-09 12:13:00,1,1260,0.24,-73.95929,40.783203,-73.984772,40.760715
