639CD7FAC98F35C6E6C7F4AE4A16F8CC,204EDF4FEC240279B06C32B502341C43,VTS,1,,2013-01-08 13:10:00,2013-01-08 13:15:00,1,300,0.13,-73.964211,40.758133,-73.952332,40.773045
7B6678FEBB82FB013D2B1FE4B0A55B0A,0A22C2D7A7AF74AE37381D399F6315EC,VTS,1,,2013-01-08 13:17:00,2013-01-08 13:23:00,1,360,0.12,-73.988106,40.7491,-73.978508,40.76363
70F9798AA5CD4F5ED6E5FE6C95FEC92A,62381077872ECDECE4E438D854D7D911,VTS,1,,2013-01-08 10:02:00,2013-01-08 10:10:00,1,480,0.11,-73.958298,40.77589,-73.972466,40.765057
FD3677D466E4C0909725B7C43DC82274,09232CAC028011A6955E1686C26003F5,VTS,1,,2013-01-08 07:45:00,2013-01-08 07:52:00,1,420,0.19,-73.997787,40.736031,-73.977455,40.753277
47D0E2037D5732B2D397B7F4D1A09ACD,7B76C8A889E60ED21C6AC234EB38C32D,VTS,1,,2013-01-08 10:27:00,2013-01-08 10:33:00,1,360,0.07,-73.997917,40.740963,-73.991287,40.741386
F094B73859B51F89E44295779A26B950,BBD2377CA52D1587C1F697D13BEF70FD,VTS,1,,2013-01-08 12:45:00,2013-01-08 12:50:00,1,300,0.07,-73.989616,40.735661,-73.95137,40.770039
DC5D26EA5DC19652C8A3932F33BE4E2C,049EAC18B245A0F3F3AB0D1C0EC8B06F,VTS,1,,2013-01-08 07:49:00,2013-01-08 07:58:00,1,540,0.2,-73.992393,40.749924,-73.9972,40.725506
954098685214C4B5150E5CC130812936,D177ACC008E1A8917CA5595767B5FC09,VTS,1,,2013-01-08 13:00:00,2013-01-08 13:28:00,1,1680,0.54,-73.98613,40.746376,-73.961983,40.692734
9B2F0CF7472D7072BE7B6C593ADC06E6,AA7DE37B1D94EC47FE1060CD0F90913A,VTS,1,,2013-01-08 12:42:00,2013-01-08 12:47:00,1,300,0.08,-73.959305,40.763416,-73.968582,40.761936
EF60A05CB535A1635D479D22ED0FCE09,FF4D376B97B2C47F88B93BB2F563B3D6,VTS,1,,2013-01-08 12:50:00,2013-01-08 12:57:00,1,420,0.1,-73.943542,40.776592,-73.956734,40.780884
F094B73859B51F89E44295779A26B950,BBD2377CA52D1587C1F697D13BEF70FD,VTS,1,,2013-01-08 10:55:00,2013-01-08 11:04:00,1,540,0.32,-74.014511,40.702965,-73.980598,40.721626
E1F9101805F2A5507733615E225DCD0D,A7C52920C522FC0AFCC9DB2AB2B11FFB,VTS,1,,2013-01-08 10:36:00,2013-01-08 10:43:00,1,420,0.09,-73.979584,40.749832,-73.974365,40.755856
