06/28/13,07:10 PM,07:10 PM,Nationals at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",06/28/13,06/28/13,10:10 PM,10:10 PM,FALSE,TRUE,06/28/13,06:10 PM,06:10 PM,FREE,BUSY
06/29/13,01:10 PM,01:10 PM,Nationals at Mets,Citi Field,"Local TV: MLBN -- WPIX ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",06/29/13,06/29/13,04:10 PM,04:10 PM,FALSE,TRUE,06/29/13,12:10 PM,12:10 PM,FREE,BUSY
06/30/13,01:10 PM,01:10 PM,Nationals at Mets,Citi Field,"Local TV: WPIX ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",06/30/13,06/30/13,04:10 PM,04:10 PM,FALSE,TRUE,06/30/13,12:10 PM,12:10 PM,FREE,BUSY
07/01/13,07:10 PM,07:10 PM,D-backs at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",07/01/13,07/01/13,10:10 PM,10:10 PM,FALSE,TRUE,07/01/13,06:10 PM,06:10 PM,FREE,BUSY
07/02/13,07:10 PM,07:10 PM,D-backs at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",07/02/13,07/02/13,10:10 PM,10:10 PM,FALSE,TRUE,07/02/13,06:10 PM,06:10 PM,FREE,BUSY
07/03/13,07:10 PM,07:10 PM,D-backs at Mets,Citi Field,"Local TV: SNY -- ESPN ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",07/03/13,07/03/13,10:10 PM,10:10 PM,FALSE,TRUE,07/03/13,06:10 PM,06:10 PM,FREE,BUSY
07/04/13,01:10 PM,01:10 PM,D-backs at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",07/04/13,07/04/13,04:10 PM,04:10 PM,FALSE,TRUE,07/04/13,12:10 PM,12:10 PM,FREE,BUSY
07/16/13,08:00 PM,08:00 PM,AL All-Stars at NL All-Stars,Citi Field,,07/16/13,07/16/13,11:00 PM,11:00 PM,FALSE,TRUE,07/16/13,07:00 PM,07:00 PM,FREE,BUSY
07/19/13,07:10 PM,07:10 PM,Phillies at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",07/19/13,07/19/13,10:10 PM,10:10 PM,FALSE,TRUE,07/19/13,06:10 PM,06:10 PM,FREE,BUSY
07/20/13,01:10 PM,01:10 PM,Phillies at Mets,Citi Field,"Local TV: WPIX ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",07/20/13,07/20/13,04:10 PM,04:10 PM,FALSE,TRUE,07/20/13,12:10 PM,12:10 PM,FREE,BUSY
07/21/13,01:10 PM,01:10 PM,Phillies at Mets,Citi Field,"Local TV: WPIX ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",07/21/13,07/21/13,04:10 PM,04:10 PM,FALSE,TRUE,07/21/13,12:10 PM,12:10 PM,FREE,BUSY
