nta_code,nta_name,hour_of_day,pickups,dropoffs
BX35,Morrisania-Melrose,17,61,440
BX35,Morrisania-Melrose,16,57,435
BX35,Morrisania-Melrose,15,38,422
BX35,Morrisania-Melrose,14,48,400
BX35,Morrisania-Melrose,13,39,413
BX35,Morrisania-Melrose,12,54,384
BX35,Morrisania-Melrose,11,57,370
BX35,Morrisania-Melrose,10,63,392
BX35,Morrisania-Melrose,9,83,479
BX35,Morrisania-Melrose,8,136,578
BX35,Morrisania-Melrose,7,199,557
BX35,Morrisania-Melrose,6,142,446
BX35,Morrisania-Melrose,5,92,542
BX35,Morrisania-Melrose,4,95,980
BX35,Morrisania-Melrose,3,72,908
BX35,Morrisania-Melrose,2,79,1085
BX35,Morrisania-Melrose,1,73,1132
BX35,Morrisania-Melrose,0,77,1340
BX39,Mott Haven-Port Morris,23,1211,7068
BX39,Mott Haven-Port Morris,22,956,5390
BX39,Mott Haven-Port Morris,21,982,4474
BX39,Mott Haven-Port Morris,20,978,4271
BX39,Mott Haven-Port Morris,19,1158,3596
BX39,Mott Haven-Port Morris,18,1736,3469
BX39,Mott Haven-Port Morris,17,2229,2868
BX39,Mott Haven-Port Morris,16,1161,2386
BX39,Mott Haven-Port Morris,15,890,2442
BX39,Mott Haven-Port Morris,14,887,2431
BX39,Mott Haven-Port Morris,13,894,2349
BX39,Mott Haven-Port Morris,12,848,2397
BX39,Mott Haven-Port Morris,11,875,2369
BX39,Mott Haven-Port Morris,10,829,2143
BX39,Mott Haven-Port Morris,9,993,2592
BX39,Mott Haven-Port Morris,8,1215,3375
BX39,Mott Haven-Port Morris,7,1413,4384
BX39,Mott Haven-Port Morris,6,1182,3290
BX39,Mott Haven-Port Morris,5,944,2872
BX39,Mott Haven-Port Morris,4,1030,4592
BX39,Mott Haven-Port Morris,3,910,4724
BX39,Mott Haven-Port Morris,2,1012,6036
BX39,Mott Haven-Port Morris,1,1072,6510
BX39,Mott Haven-Port Morris,0,1227,7612
BX41,Mount Hope,23,123,1741
BX41,Mount Hope,22,133,1533
BX41,Mount Hope,21,114,1339
BX41,Mount Hope,20,105,1135
BX41,Mount Hope,19,141,1000
BX41,Mount Hope,18,170,904
BX41,Mount Hope,17,203,619
BX41,Mount Hope,16,140,576
BX41,Mount Hope,15,112,598
BX41,Mount Hope,14,87,547
BX41,Mount Hope,13,90,530
BX41,Mount Hope,12,118,537
BX41,Mount Hope,11,147,545
BX41,Mount Hope,10,164,556
BX41,Mount Hope,9,161,672
BX41,Mount Hope,8,186,730
BX41,Mount Hope,7,203,722
BX41,Mount Hope,6,142,694
BX41,Mount Hope,5,121,969
BX41,Mount Hope,4,176,1508
BX41,Mount Hope,3,109,1480
BX41,Mount Hope,2,94,1648
BX41,Mount Hope,1,126,2095
BX41,Mount Hope,0,132,2138
QN51,Murray Hill,23,63,1750
QN51,Murray Hill,22,66,1791
QN51,Murray Hill,21,39,1388
QN51,Murray Hill,20,43,1093
QN51,Murray Hill,19,37,936
QN51,Murray Hill,18,54,895
QN51,Murray Hill,17,70,829
QN51,Murray Hill,16,45,766
QN51,Murray Hill,15,50,717
QN51,Murray Hill,14,53,710
QN51,Murray Hill,13,50,623
QN51,Murray Hill,12,43,559
QN51,Murray Hill,11,74,548
QN51,Murray Hill,10,63,563
QN51,Murray Hill,9,47,468
QN51,Murray Hill,8,53,468
QN51,Murray Hill,7,45,375
QN51,Murray Hill,6,49,381
QN51,Murray Hill,5,63,486
QN51,Murray Hill,4,65,851
QN51,Murray Hill,3,49,874
QN51,Murray Hill,2,56,1077
QN51,Murray Hill,1,61,1184
QN51,Murray Hill,0,54,1562
MN20,Murray Hill-Kips Bay,23,368048,399952
MN20,Murray Hill-Kips Bay,22,419628,476314
MN20,Murray Hill-Kips Bay,21,452953,483534
MN20,Murray Hill-Kips Bay,20,491589,473764
MN20,Murray Hill-Kips Bay,19,495428,464109
MN20,Murray Hill-Kips Bay,18,454422,437284
MN20,Murray Hill-Kips Bay,17,353817,342428
MN20,Murray Hill-Kips Bay,16,282361,315736
MN20,Murray Hill-Kips Bay,15,346936,371111
MN20,Murray Hill-Kips Bay,14,384068,381908
MN20,Murray Hill-Kips Bay,13,386167,375324
MN20,Murray Hill-Kips Bay,12,405148,376832
MN20,Murray Hill-Kips Bay,11,388609,356878
MN20,Murray Hill-Kips Bay,10,384817,364786
MN20,Murray Hill-Kips Bay,9,432048,395432
MN20,Murray Hill-Kips Bay,8,438214,381289
MN20,Murray Hill-Kips Bay,7,324445,295497
MN20,Murray Hill-Kips Bay,6,165017,161047
MN20,Murray Hill-Kips Bay,5,69039,61483
MN20,Murray Hill-Kips Bay,4,66274,71761
MN20,Murray Hill-Kips Bay,3,84786,117949
MN20,Murray Hill-Kips Bay,2,124294,166157
MN20,Murray Hill-Kips Bay,1,187159,224086
MN20,Murray Hill-Kips Bay,0,283962,290441
SI35,New Brighton-Silver Lake,23,3,213
SI35,New Brighton-Silver Lake,22,8,236
SI35,New Brighton-Silver Lake,21,4,121
SI35,New Brighton-Silver Lake,20,10,105
SI35,New Brighton-Silver Lake,19,3,57
SI35,New Brighton-Silver Lake,18,3,40
SI35,New Brighton-Silver Lake,17,2,37
SI35,New Brighton-Silver Lake,16,3,33
SI35,New Brighton-Silver Lake,15,3,39
SI35,New Brighton-Silver Lake,14,1,33
SI35,New Brighton-Silver Lake,13,4,30
SI35,New Brighton-Silver Lake,12,1,30
SI35,New Brighton-Silver Lake,11,1,25
SI35,New Brighton-Silver Lake,10,6,30
SI35,New Brighton-Silver Lake,9,6,32
SI35,New Brighton-Silver Lake,8,6,29
SI35,New Brighton-Silver Lake,7,3,30
SI35,New Brighton-Silver Lake,5,1,35
SI35,New Brighton-Silver Lake,4,5,70
SI35,New Brighton-Silver Lake,3,1,107
SI35,New Brighton-Silver Lake,2,6,125
SI35,New Brighton-Silver Lake,1,8,167
SI35,New Brighton-Silver Lake,0,5,189
SI45,New Dorp-Midland Beach,23,7,177
SI45,New Dorp-Midland Beach,22,4,162
SI45,New Dorp-Midland Beach,21,2,134
SI45,New Dorp-Midland Beach,20,3,100
SI45,New Dorp-Midland Beach,19,5,75
SI45,New Dorp-Midland Beach,18,2,54
SI45,New Dorp-Midland Beach,17,1,34
SI45,New Dorp-Midland Beach,16,3,28
SI45,New Dorp-Midland Beach,15,6,47
SI45,New Dorp-Midland Beach,14,2,52
SI45,New Dorp-Midland Beach,13,5,32
SI45,New Dorp-Midland Beach,12,6,30
SI45,New Dorp-Midland Beach,11,5,28
SI45,New Dorp-Midland Beach,10,1,24
SI45,New Dorp-Midland Beach,9,1,34
SI45,New Dorp-Midland Beach,6,2,32
SI45,New Dorp-Midland Beach,5,1,37
SI45,New Dorp-Midland Beach,4,2,58
SI45,New Dorp-Midland Beach,3,2,94
SI45,New Dorp-Midland Beach,2,8,125
SI45,New Dorp-Midland Beach,1,7,139
SI45,New Dorp-Midland Beach,0,7,140
SI05,New Springville-Bloomfield-Travis,23,19,376
SI05,New Springville-Bloomfield-Travis,22,24,340
SI05,New Springville-Bloomfield-Travis,21,20,287
SI05,New Springville-Bloomfield-Travis,20,29,229
SI05,New Springville-Bloomfield-Travis,19,30,168
SI05,New Springville-Bloomfield-Travis,18,11,126
SI05,New Springville-Bloomfield-Travis,17,22,102
SI05,New Springville-Bloomfield-Travis,16,22,83
SI05,New Springville-Bloomfield-Travis,15,15,102
SI05,New Springville-Bloomfield-Travis,14,20,91
SI05,New Springville-Bloomfield-Travis,13,18,94
SI05,New Springville-Bloomfield-Travis,12,16,101
SI05,New Springville-Bloomfield-Travis,11,20,101
SI05,New Springville-Bloomfield-Travis,10,10,91
SI05,New Springville-Bloomfield-Travis,9,12,95
SI05,New Springville-Bloomfield-Travis,8,8,67
SI05,New Springville-Bloomfield-Travis,7,2,47
SI05,New Springville-Bloomfield-Travis,6,4,66
SI05,New Springville-Bloomfield-Travis,5,19,57
SI05,New Springville-Bloomfield-Travis,4,12,110
SI05,New Springville-Bloomfield-Travis,3,19,155
SI05,New Springville-Bloomfield-Travis,2,9,170
SI05,New Springville-Bloomfield-Travis,1,17,286
SI05,New Springville-Bloomfield-Travis,0,18,349
QN26,North Corona,23,219,2706
QN26,North Corona,22,150,2008
QN26,North Corona,21,131,1462
QN26,North Corona,20,105,1195
QN26,North Corona,19,132,1113
QN26,North Corona,18,103,919
QN26,North Corona,17,113,778
QN26,North Corona,16,123,756
QN26,North Corona,15,123,806
QN26,North Corona,14,115,837
QN26,North Corona,13,99,660
QN26,North Corona,12,78,696
QN26,North Corona,11,96,688
QN26,North Corona,10,102,829
QN26,North Corona,9,129,797
QN26,North Corona,8,93,884
QN26,North Corona,7,115,879
QN26,North Corona,6,157,1291
QN26,North Corona,5,170,1991
QN26,North Corona,4,276,3473
QN26,North Corona,3,244,3293
QN26,North Corona,2,297,4250
QN26,North Corona,1,344,4834
QN26,North Corona,0,268,3962
BX22,North Riverdale-Fieldston-Riverdale,23,75,4212
BX22,North Riverdale-Fieldston-Riverdale,22,82,4604
BX22,North Riverdale-Fieldston-Riverdale,21,61,4292
BX22,North Riverdale-Fieldston-Riverdale,20,75,3537
BX22,North Riverdale-Fieldston-Riverdale,19,104,3046
BX22,North Riverdale-Fieldston-Riverdale,18,41,2281
BX22,North Riverdale-Fieldston-Riverdale,17,39,1571
BX22,North Riverdale-Fieldston-Riverdale,16,33,1561
BX22,North Riverdale-Fieldston-Riverdale,15,34,1614
BX22,North Riverdale-Fieldston-Riverdale,14,40,1584
BX22,North Riverdale-Fieldston-Riverdale,13,47,1426
BX22,North Riverdale-Fieldston-Riverdale,12,47,1270
BX22,North Riverdale-Fieldston-Riverdale,11,44,1317
BX22,North Riverdale-Fieldston-Riverdale,10,43,1374
BX22,North Riverdale-Fieldston-Riverdale,9,55,1689
BX22,North Riverdale-Fieldston-Riverdale,8,89,2453
BX22,North Riverdale-Fieldston-Riverdale,7,34,913
BX22,North Riverdale-Fieldston-Riverdale,6,11,460
BX22,North Riverdale-Fieldston-Riverdale,5,16,581
BX22,North Riverdale-Fieldston-Riverdale,4,40,974
BX22,North Riverdale-Fieldston-Riverdale,3,54,1570
BX22,North Riverdale-Fieldston-Riverdale,2,46,2130
BX22,North Riverdale-Fieldston-Riverdale,1,56,2767
BX22,North Riverdale-Fieldston-Riverdale,0,54,3465
BK73,North Side-South Side,23,151393,148861
BK73,North Side-South Side,22,112266,135984
BK73,North Side-South Side,21,82505,125190
BK73,North Side-South Side,20,65300,112973
BK73,North Side-South Side,19,52667,88933
BK73,North Side-South Side,18,39107,64127
BK73,North Side-South Side,17,25850,40473
BK73,North Side-South Side,16,17690,32500
BK73,North Side-South Side,15,18735,33660
BK73,North Side-South Side,14,18674,33707
BK73,North Side-South Side,13,17221,31812
BK73,North Side-South Side,12,15249,29324
BK73,North Side-South Side,11,13358,24375
BK73,North Side-South Side,10,11146,18636
BK73,North Side-South Side,9,10462,14695
BK73,North Side-South Side,8,9600,11413
BK73,North Side-South Side,7,8048,9229
BK73,North Side-South Side,6,10277,10809
BK73,North Side-South Side,5,18164,17767
BK73,North Side-South Side,4,56855,44135
BK73,North Side-South Side,3,93129,64237
BK73,North Side-South Side,2,128898,91090
BK73,North Side-South Side,1,156849,121543
BK73,North Side-South Side,0,170552,147540
BX43,Norwood,23,50,1262
BX43,Norwood,22,49,1118
BX43,Norwood,21,25,904
BX43,Norwood,20,27,642
BX43,Norwood,19,44,614
BX43,Norwood,18,33,531
BX43,Norwood,17,30,327
BX43,Norwood,16,29,344
BX43,Norwood,15,25,378
BX43,Norwood,14,18,368
BX43,Norwood,13,27,404
BX43,Norwood,12,18,387
BX43,Norwood,11,30,467
BX43,Norwood,10,19,497
BX43,Norwood,9,34,683
BX43,Norwood,8,61,902
BX43,Norwood,7,58,1008
BX43,Norwood,6,47,993
BX43,Norwood,5,56,698
BX43,Norwood,4,45,928
BX43,Norwood,3,47,850
BX43,Norwood,2,41,975
BX43,Norwood,1,33,1184
BX43,Norwood,0,46,1326
QN42,Oakland Gardens,23,19,958
QN42,Oakland Gardens,22,15,976
QN42,Oakland Gardens,21,13,835
QN42,Oakland Gardens,20,9,740
QN42,Oakland Gardens,19,12,607
QN42,Oakland Gardens,18,13,541
QN42,Oakland Gardens,17,10,467
QN42,Oakland Gardens,16,18,465
QN42,Oakland Gardens,15,19,433
QN42,Oakland Gardens,14,10,422
QN42,Oakland Gardens,13,11,313
QN42,Oakland Gardens,12,5,271
QN42,Oakland Gardens,11,14,273
QN42,Oakland Gardens,10,8,242
QN42,Oakland Gardens,9,12,270
QN42,Oakland Gardens,8,8,259
QN42,Oakland Gardens,7,8,199
QN42,Oakland Gardens,6,15,248
QN42,Oakland Gardens,5,10,198
QN42,Oakland Gardens,4,15,285
QN42,Oakland Gardens,3,12,328
QN42,Oakland Gardens,2,19,483
QN42,Oakland Gardens,1,15,643
QN42,Oakland Gardens,0,17,781
SI25,Oakwood-Oakwood Beach,23,1,119
SI25,Oakwood-Oakwood Beach,22,2,123
SI25,Oakwood-Oakwood Beach,21,2,74
SI25,Oakwood-Oakwood Beach,20,2,41
SI25,Oakwood-Oakwood Beach,18,1,21
SI25,Oakwood-Oakwood Beach,17,1,19
SI25,Oakwood-Oakwood Beach,14,2,16
SI25,Oakwood-Oakwood Beach,13,3,17
SI25,Oakwood-Oakwood Beach,9,1,15
SI25,Oakwood-Oakwood Beach,7,2,9
SI25,Oakwood-Oakwood Beach,4,4,46
SI25,Oakwood-Oakwood Beach,3,3,68
SI25,Oakwood-Oakwood Beach,2,1,67
SI25,Oakwood-Oakwood Beach,1,2,74
BK79,Ocean Hill,23,164,1771
BK79,Ocean Hill,22,129,1413
BK79,Ocean Hill,21,121,1226
BK79,Ocean Hill,20,116,952
BK79,Ocean Hill,19,133,773
BK79,Ocean Hill,18,86,697
BK79,Ocean Hill,17,68,484
BK79,Ocean Hill,16,64,497
BK79,Ocean Hill,15,86,543
BK79,Ocean Hill,14,70,496
BK79,Ocean Hill,13,69,407
BK79,Ocean Hill,12,74,390
BK79,Ocean Hill,11,68,387
BK79,Ocean Hill,10,59,387
BK79,Ocean Hill,9,82,368
BK79,Ocean Hill,8,90,355
BK79,Ocean Hill,7,108,435
BK79,Ocean Hill,6,90,654
BK79,Ocean Hill,5,98,1085
BK79,Ocean Hill,4,206,2111
BK79,Ocean Hill,3,217,2043
BK79,Ocean Hill,2,178,2224
BK79,Ocean Hill,1,211,2425
BK79,Ocean Hill,0,221,2169
BK46,Ocean Parkway South,23,110,1188
BK46,Ocean Parkway South,22,130,1260
BK46,Ocean Parkway South,21,144,1102
BK46,Ocean Parkway South,20,134,1085
BK46,Ocean Parkway South,19,156,868
BK46,Ocean Parkway South,18,150,661
BK46,Ocean Parkway South,17,274,585
BK46,Ocean Parkway South,16,349,711
BK46,Ocean Parkway South,15,275,653
BK46,Ocean Parkway South,14,129,514
BK46,Ocean Parkway South,13,112,447
BK46,Ocean Parkway South,12,103,334
BK46,Ocean Parkway South,11,107,310
BK46,Ocean Parkway South,10,129,310
BK46,Ocean Parkway South,9,124,289
BK46,Ocean Parkway South,8,135,391
BK46,Ocean Parkway South,7,225,344
BK46,Ocean Parkway South,6,196,353
BK46,Ocean Parkway South,5,422,560
BK46,Ocean Parkway South,4,249,573
BK46,Ocean Parkway South,3,87,616
BK46,Ocean Parkway South,2,93,724
BK46,Ocean Parkway South,1,104,953
BK46,Ocean Parkway South,0,99,1099
QN71,Old Astoria,23,6599,26287
QN71,Old Astoria,22,5444,21017
QN71,Old Astoria,21,4471,17029
QN71,Old Astoria,20,4065,13038
QN71,Old Astoria,19,3900,9658
QN71,Old Astoria,18,4056,7624
QN71,Old Astoria,17,3667,5805
QN71,Old Astoria,16,3311,4760
QN71,Old Astoria,15,3824,4989
QN71,Old Astoria,14,4509,4736
QN71,Old Astoria,13,4905,4264
QN71,Old Astoria,12,5331,3926
QN71,Old Astoria,11,5987,3732
QN71,Old Astoria,10,6958,3491
QN71,Old Astoria,9,9100,3279
QN71,Old Astoria,8,11862,3816
QN71,Old Astoria,7,11398,3952
QN71,Old Astoria,6,9310,3989
QN71,Old Astoria,5,5440,6720
QN71,Old Astoria,4,4648,13840
QN71,Old Astoria,3,4393,15537
QN71,Old Astoria,2,5763,20680
QN71,Old Astoria,1,6586,26181
QN71,Old Astoria,0,7373,28618
SI36,Old Town-Dongan Hills-South Beach,23,8,255
SI36,Old Town-Dongan Hills-South Beach,22,7,270
SI36,Old Town-Dongan Hills-South Beach,21,4,207
SI36,Old Town-Dongan Hills-South Beach,20,6,188
SI36,Old Town-Dongan Hills-South Beach,19,7,164
SI36,Old Town-Dongan Hills-South Beach,18,13,99
SI36,Old Town-Dongan Hills-South Beach,17,5,54
SI36,Old Town-Dongan Hills-South Beach,16,6,61
SI36,Old Town-Dongan Hills-South Beach,15,2,66
SI36,Old Town-Dongan Hills-South Beach,14,5,62
SI36,Old Town-Dongan Hills-South Beach,13,8,55
SI36,Old Town-Dongan Hills-South Beach,12,10,60
SI36,Old Town-Dongan Hills-South Beach,11,4,64
SI36,Old Town-Dongan Hills-South Beach,10,7,51
SI36,Old Town-Dongan Hills-South Beach,9,4,67
SI36,Old Town-Dongan Hills-South Beach,8,6,49
SI36,Old Town-Dongan Hills-South Beach,7,4,84
SI36,Old Town-Dongan Hills-South Beach,6,4,80
SI36,Old Town-Dongan Hills-South Beach,5,4,78
SI36,Old Town-Dongan Hills-South Beach,4,2,98
SI36,Old Town-Dongan Hills-South Beach,3,7,131
SI36,Old Town-Dongan Hills-South Beach,2,10,169
SI36,Old Town-Dongan Hills-South Beach,1,14,220
SI36,Old Town-Dongan Hills-South Beach,0,11,266
QN56,Ozone Park,23,68,1101
QN56,Ozone Park,22,71,954
QN56,Ozone Park,21,58,847
QN56,Ozone Park,20,66,614
QN56,Ozone Park,19,71,581
QN56,Ozone Park,18,73,499
QN56,Ozone Park,17,86,381
QN56,Ozone Park,16,105,453
QN56,Ozone Park,15,116,453
QN56,Ozone Park,14,104,376
QN56,Ozone Park,13,79,268
QN56,Ozone Park,12,57,239
QN56,Ozone Park,11,56,231
QN56,Ozone Park,10,36,283
QN56,Ozone Park,9,54,291
QN56,Ozone Park,8,69,251
QN56,Ozone Park,7,45,253
QN56,Ozone Park,6,37,317
QN56,Ozone Park,5,36,343
QN56,Ozone Park,4,46,567
QN56,Ozone Park,3,46,535
QN56,Ozone Park,2,66,622
QN56,Ozone Park,1,72,864
QN56,Ozone Park,0,88,1087
BK37,Park Slope-Gowanus,23,53756,94924
BK37,Park Slope-Gowanus,22,47242,91522
BK37,Park Slope-Gowanus,21,33832,79655
BK37,Park Slope-Gowanus,20,25278,67285
BK37,Park Slope-Gowanus,19,21455,55739
BK37,Park Slope-Gowanus,18,16066,37790
BK37,Park Slope-Gowanus,17,11286,23086
BK37,Park Slope-Gowanus,16,7703,18686
BK37,Park Slope-Gowanus,15,7484,19364
BK37,Park Slope-Gowanus,14,7188,17662
BK37,Park Slope-Gowanus,13,6990,16020
BK37,Park Slope-Gowanus,12,6995,15133
BK37,Park Slope-Gowanus,11,6729,13033
BK37,Park Slope-Gowanus,10,6608,11544
BK37,Park Slope-Gowanus,9,7414,9469
BK37,Park Slope-Gowanus,8,9530,9949
BK37,Park Slope-Gowanus,7,9635,8065
BK37,Park Slope-Gowanus,6,8146,8378
BK37,Park Slope-Gowanus,5,5366,9778
BK37,Park Slope-Gowanus,4,7894,20922
BK37,Park Slope-Gowanus,3,14162,31631
BK37,Park Slope-Gowanus,2,23406,47090
BK37,Park Slope-Gowanus,1,36110,68143
BK37,Park Slope-Gowanus,0,49581,87975
BX99,park-cemetery-etc-Bronx,23,85,950
BX99,park-cemetery-etc-Bronx,22,66,825
BX99,park-cemetery-etc-Bronx,21,70,654
BX99,park-cemetery-etc-Bronx,20,60,554
BX99,park-cemetery-etc-Bronx,19,80,530
BX99,park-cemetery-etc-Bronx,18,77,586
BX99,park-cemetery-etc-Bronx,17,114,357
BX99,park-cemetery-etc-Bronx,16,112,370
BX99,park-cemetery-etc-Bronx,15,100,533
BX99,park-cemetery-etc-Bronx,14,88,741
BX99,park-cemetery-etc-Bronx,13,90,797
BX99,park-cemetery-etc-Bronx,12,79,947
BX99,park-cemetery-etc-Bronx,11,69,1054
BX99,park-cemetery-etc-Bronx,10,65,1050
BX99,park-cemetery-etc-Bronx,9,68,745
BX99,park-cemetery-etc-Bronx,8,64,608
BX99,park-cemetery-etc-Bronx,7,47,524
BX99,park-cemetery-etc-Bronx,6,27,410
BX99,park-cemetery-etc-Bronx,5,39,434
BX99,park-cemetery-etc-Bronx,4,44,671
BX99,park-cemetery-etc-Bronx,3,45,723
BX99,park-cemetery-etc-Bronx,2,65,772
BX99,park-cemetery-etc-Bronx,1,56,893
BX99,park-cemetery-etc-Bronx,0,73,925
BK99,park-cemetery-etc-Brooklyn,23,1308,5804
BK99,park-cemetery-etc-Brooklyn,22,1197,4882
BK99,park-cemetery-etc-Brooklyn,21,1009,4125
BK99,park-cemetery-etc-Brooklyn,20,934,3559
BK99,park-cemetery-etc-Brooklyn,19,912,3362
BK99,park-cemetery-etc-Brooklyn,18,993,3013
BK99,park-cemetery-etc-Brooklyn,17,1211,2195
BK99,park-cemetery-etc-Brooklyn,16,894,2227
BK99,park-cemetery-etc-Brooklyn,15,909,2576
BK99,park-cemetery-etc-Brooklyn,14,959,2814
BK99,park-cemetery-etc-Brooklyn,13,772,2827
BK99,park-cemetery-etc-Brooklyn,12,691,2672
BK99,park-cemetery-etc-Brooklyn,11,517,2820
BK99,park-cemetery-etc-Brooklyn,10,486,2895
BK99,park-cemetery-etc-Brooklyn,9,467,2507
BK99,park-cemetery-etc-Brooklyn,8,535,2259
BK99,park-cemetery-etc-Brooklyn,7,359,2219
BK99,park-cemetery-etc-Brooklyn,6,319,1463
BK99,park-cemetery-etc-Brooklyn,5,231,1332
BK99,park-cemetery-etc-Brooklyn,4,338,2428
BK99,park-cemetery-etc-Brooklyn,3,406,3308
BK99,park-cemetery-etc-Brooklyn,2,649,4425
BK99,park-cemetery-etc-Brooklyn,1,1005,5677
BK99,park-cemetery-etc-Brooklyn,0,1266,6451
MN99,park-cemetery-etc-Manhattan,23,56284,68633
MN99,park-cemetery-etc-Manhattan,22,80623,87135
MN99,park-cemetery-etc-Manhattan,21,92674,91807
MN99,park-cemetery-etc-Manhattan,20,114101,97225
MN99,park-cemetery-etc-Manhattan,19,145150,124161
MN99,park-cemetery-etc-Manhattan,18,163085,144275
MN99,park-cemetery-etc-Manhattan,17,161786,119735
MN99,park-cemetery-etc-Manhattan,16,148233,125421
MN99,park-cemetery-etc-Manhattan,15,183765,160982
MN99,park-cemetery-etc-Manhattan,14,183123,164863
MN99,park-cemetery-etc-Manhattan,13,167724,160411
MN99,park-cemetery-etc-Manhattan,12,164277,171402
MN99,park-cemetery-etc-Manhattan,11,138997,170702
MN99,park-cemetery-etc-Manhattan,10,118841,165033
MN99,park-cemetery-etc-Manhattan,9,115277,132911
MN99,park-cemetery-etc-Manhattan,8,108789,113662
MN99,park-cemetery-etc-Manhattan,7,78604,79000
MN99,park-cemetery-etc-Manhattan,6,31466,30943
MN99,park-cemetery-etc-Manhattan,5,11034,12161
MN99,park-cemetery-etc-Manhattan,4,6504,11202
MN99,park-cemetery-etc-Manhattan,3,6269,14877
MN99,park-cemetery-etc-Manhattan,2,9564,20389
MN99,park-cemetery-etc-Manhattan,1,17665,30222
MN99,park-cemetery-etc-Manhattan,0,34084,47303
QN99,park-cemetery-etc-Queens,23,1877,2648
QN99,park-cemetery-etc-Queens,22,1875,2540
QN99,park-cemetery-etc-Queens,21,1633,2366
QN99,park-cemetery-etc-Queens,20,1607,2499
QN99,park-cemetery-etc-Queens,19,1698,3537
QN99,park-cemetery-etc-Queens,18,1973,3180
QN99,park-cemetery-etc-Queens,17,2009,2435
QN99,park-cemetery-etc-Queens,16,2138,2559
QN99,park-cemetery-etc-Queens,15,2487,3246
QN99,park-cemetery-etc-Queens,14,2374,3339
QN99,park-cemetery-etc-Queens,13,2043,3615
QN99,park-cemetery-etc-Queens,12,1964,4303
QN99,park-cemetery-etc-Queens,11,2230,4788
QN99,park-cemetery-etc-Queens,10,2434,4616
QN99,park-cemetery-etc-Queens,9,2835,4225
QN99,park-cemetery-etc-Queens,8,3253,4019
QN99,park-cemetery-etc-Queens,7,3473,3905
QN99,park-cemetery-etc-Queens,6,3471,3623
QN99,park-cemetery-etc-Queens,5,1179,1440
QN99,park-cemetery-etc-Queens,4,494,1433
QN99,park-cemetery-etc-Queens,3,343,1395
QN99,park-cemetery-etc-Queens,2,487,1730
QN99,park-cemetery-etc-Queens,1,847,2290
QN99,park-cemetery-etc-Queens,0,1414,2591
SI99,park-cemetery-etc-Staten Island,13,2,4
SI99,park-cemetery-etc-Staten Island,11,1,3
SI99,park-cemetery-etc-Staten Island,6,1,2
SI99,park-cemetery-etc-Staten Island,3,1,1
BX46,Parkchester,23,72,1640
BX46,Parkchester,22,75,1482
BX46,Parkchester,21,84,1292
BX46,Parkchester,20,53,1050
BX46,Parkchester,19,79,814
BX46,Parkchester,18,53,572
BX46,Parkchester,17,57,476
BX46,Parkchester,16,47,395
BX46,Parkchester,15,39,470
BX46,Parkchester,14,44,419
BX46,Parkchester,13,39,358
BX46,Parkchester,12,41,319
BX46,Parkchester,11,35,294
BX46,Parkchester,10,40,298
BX46,Parkchester,9,49,302
BX46,Parkchester,8,53,256
BX46,Parkchester,7,89,251
BX46,Parkchester,6,71,323
BX46,Parkchester,5,46,610
BX46,Parkchester,4,56,907
BX46,Parkchester,3,53,926
BX46,Parkchester,2,43,1113
BX46,Parkchester,1,80,1381
BX46,Parkchester,0,60,1650
BX10,Pelham Bay-Country Club-City Island,23,25,1045
BX10,Pelham Bay-Country Club-City Island,22,25,1104
BX10,Pelham Bay-Country Club-City Island,21,33,1040
BX10,Pelham Bay-Country Club-City Island,20,18,726
BX10,Pelham Bay-Country Club-City Island,19,15,596
BX10,Pelham Bay-Country Club-City Island,18,13,438
BX10,Pelham Bay-Country Club-City Island,17,9,319
BX10,Pelham Bay-Country Club-City Island,16,16,306
BX10,Pelham Bay-Country Club-City Island,15,14,324
BX10,Pelham Bay-Country Club-City Island,14,18,324
BX10,Pelham Bay-Country Club-City Island,13,16,322
BX10,Pelham Bay-Country Club-City Island,12,17,238
BX10,Pelham Bay-Country Club-City Island,11,12,219
BX10,Pelham Bay-Country Club-City Island,10,7,198
BX10,Pelham Bay-Country Club-City Island,9,9,201
BX10,Pelham Bay-Country Club-City Island,8,11,157
BX10,Pelham Bay-Country Club-City Island,7,7,171
BX10,Pelham Bay-Country Club-City Island,6,6,193
BX10,Pelham Bay-Country Club-City Island,5,12,319
BX10,Pelham Bay-Country Club-City Island,4,20,581
BX10,Pelham Bay-Country Club-City Island,3,28,642
BX10,Pelham Bay-Country Club-City Island,2,26,809
BX10,Pelham Bay-Country Club-City Island,1,33,891
BX10,Pelham Bay-Country Club-City Island,0,22,999
BX49,Pelham Parkway,23,54,1681
BX49,Pelham Parkway,22,40,1373
BX49,Pelham Parkway,21,26,1137
BX49,Pelham Parkway,20,20,805
BX49,Pelham Parkway,19,22,695
BX49,Pelham Parkway,18,20,504
BX49,Pelham Parkway,17,29,389
BX49,Pelham Parkway,16,17,414
BX49,Pelham Parkway,15,26,420
BX49,Pelham Parkway,14,23,405
BX49,Pelham Parkway,13,25,410
BX49,Pelham Parkway,12,22,397
BX49,Pelham Parkway,11,24,422
BX49,Pelham Parkway,10,13,539
BX49,Pelham Parkway,9,21,623
BX49,Pelham Parkway,8,35,595
BX49,Pelham Parkway,7,36,678
BX49,Pelham Parkway,6,27,477
BX49,Pelham Parkway,5,20,501
BX49,Pelham Parkway,4,37,919
