nta_code,nta_name,hour_of_day,pickups,dropoffs
BX49,Pelham Parkway,3,37,1099
BX49,Pelham Parkway,2,61,1430
BX49,Pelham Parkway,1,55,1459
BX49,Pelham Parkway,0,54,1701
QN38,Pomonok-Flushing Heights-Hillcrest,23,85,2052
QN38,Pomonok-Flushing Heights-Hillcrest,22,96,2008
QN38,Pomonok-Flushing Heights-Hillcrest,21,54,1652
QN38,Pomonok-Flushing Heights-Hillcrest,20,52,1219
QN38,Pomonok-Flushing Heights-Hillcrest,19,53,1115
QN38,Pomonok-Flushing Heights-Hillcrest,18,57,1029
QN38,Pomonok-Flushing Heights-Hillcrest,17,56,795
QN38,Pomonok-Flushing Heights-Hillcrest,16,77,886
QN38,Pomonok-Flushing Heights-Hillcrest,15,90,937
QN38,Pomonok-Flushing Heights-Hillcrest,14,90,914
QN38,Pomonok-Flushing Heights-Hillcrest,13,55,805
QN38,Pomonok-Flushing Heights-Hillcrest,12,64,749
QN38,Pomonok-Flushing Heights-Hillcrest,11,72,775
QN38,Pomonok-Flushing Heights-Hillcrest,10,71,833
QN38,Pomonok-Flushing Heights-Hillcrest,9,80,913
QN38,Pomonok-Flushing Heights-Hillcrest,8,76,930
QN38,Pomonok-Flushing Heights-Hillcrest,7,58,728
QN38,Pomonok-Flushing Heights-Hillcrest,6,70,620
QN38,Pomonok-Flushing Heights-Hillcrest,5,41,710
QN38,Pomonok-Flushing Heights-Hillcrest,4,70,1123
QN38,Pomonok-Flushing Heights-Hillcrest,3,70,1302
QN38,Pomonok-Flushing Heights-Hillcrest,2,90,1538
QN38,Pomonok-Flushing Heights-Hillcrest,1,84,1761
QN38,Pomonok-Flushing Heights-Hillcrest,0,84,2021
SI28,Port Richmond,23,1,71
SI28,Port Richmond,22,3,86
SI28,Port Richmond,21,4,80
SI28,Port Richmond,20,3,59
SI28,Port Richmond,19,4,26
SI28,Port Richmond,18,1,24
SI28,Port Richmond,17,2,18
SI28,Port Richmond,15,1,19
SI28,Port Richmond,14,3,11
SI28,Port Richmond,13,2,21
SI28,Port Richmond,12,1,14
SI28,Port Richmond,10,1,22
SI28,Port Richmond,9,3,18
SI28,Port Richmond,8,8,21
SI28,Port Richmond,7,4,15
SI28,Port Richmond,6,1,20
SI28,Port Richmond,5,1,13
SI28,Port Richmond,4,1,28
SI28,Port Richmond,3,3,32
SI28,Port Richmond,2,4,50
SI28,Port Richmond,0,2,61
BK64,Prospect Heights,23,11235,29133
BK64,Prospect Heights,22,9252,26247
BK64,Prospect Heights,21,6966,21736
BK64,Prospect Heights,20,5214,15965
BK64,Prospect Heights,19,4247,11896
BK64,Prospect Heights,18,2918,8193
BK64,Prospect Heights,17,2237,5174
BK64,Prospect Heights,16,1621,4281
BK64,Prospect Heights,15,1636,4092
BK64,Prospect Heights,14,1594,3804
BK64,Prospect Heights,13,1578,3558
BK64,Prospect Heights,12,1547,3200
BK64,Prospect Heights,11,1542,2910
BK64,Prospect Heights,10,1416,2281
BK64,Prospect Heights,9,1563,1784
BK64,Prospect Heights,8,2025,1782
BK64,Prospect Heights,7,1932,1486
BK64,Prospect Heights,6,1561,2171
BK64,Prospect Heights,5,884,2914
BK64,Prospect Heights,4,1404,6390
BK64,Prospect Heights,3,2653,9633
BK64,Prospect Heights,2,4671,14703
BK64,Prospect Heights,1,8039,21616
BK64,Prospect Heights,0,10571,28331
BK60,Prospect Lefferts Gardens-Wingate,23,1776,12080
BK60,Prospect Lefferts Gardens-Wingate,22,1401,9599
BK60,Prospect Lefferts Gardens-Wingate,21,966,7081
BK60,Prospect Lefferts Gardens-Wingate,20,743,5048
BK60,Prospect Lefferts Gardens-Wingate,19,680,3839
BK60,Prospect Lefferts Gardens-Wingate,18,517,2862
BK60,Prospect Lefferts Gardens-Wingate,17,628,2269
BK60,Prospect Lefferts Gardens-Wingate,16,467,2063
BK60,Prospect Lefferts Gardens-Wingate,15,354,1927
BK60,Prospect Lefferts Gardens-Wingate,14,374,1773
BK60,Prospect Lefferts Gardens-Wingate,13,455,1628
BK60,Prospect Lefferts Gardens-Wingate,12,422,1462
BK60,Prospect Lefferts Gardens-Wingate,11,501,1395
BK60,Prospect Lefferts Gardens-Wingate,10,538,1321
BK60,Prospect Lefferts Gardens-Wingate,9,626,1252
BK60,Prospect Lefferts Gardens-Wingate,8,775,1361
BK60,Prospect Lefferts Gardens-Wingate,7,1117,1458
BK60,Prospect Lefferts Gardens-Wingate,6,1293,2132
BK60,Prospect Lefferts Gardens-Wingate,5,901,3516
BK60,Prospect Lefferts Gardens-Wingate,4,1020,7772
BK60,Prospect Lefferts Gardens-Wingate,3,974,8972
BK60,Prospect Lefferts Gardens-Wingate,2,1231,11111
BK60,Prospect Lefferts Gardens-Wingate,1,1651,13643
BK60,Prospect Lefferts Gardens-Wingate,0,1828,14036
QN34,Queens Village,23,26,1049
QN34,Queens Village,22,33,971
QN34,Queens Village,21,39,834
QN34,Queens Village,20,33,728
QN34,Queens Village,19,39,696
QN34,Queens Village,18,31,574
QN34,Queens Village,17,37,493
QN34,Queens Village,16,52,599
QN34,Queens Village,15,73,596
QN34,Queens Village,14,59,514
QN34,Queens Village,13,35,385
QN34,Queens Village,12,20,388
QN34,Queens Village,11,32,416
QN34,Queens Village,10,29,429
QN34,Queens Village,9,40,427
QN34,Queens Village,8,47,338
QN34,Queens Village,7,58,282
QN34,Queens Village,6,47,301
QN34,Queens Village,5,126,306
QN34,Queens Village,4,45,375
QN34,Queens Village,3,27,373
QN34,Queens Village,2,29,468
QN34,Queens Village,1,32,669
QN34,Queens Village,0,37,1002
QN62,Queensboro Hill,23,108,1147
QN62,Queensboro Hill,22,112,1074
QN62,Queensboro Hill,21,111,984
QN62,Queensboro Hill,20,85,713
QN62,Queensboro Hill,19,80,554
QN62,Queensboro Hill,18,82,526
QN62,Queensboro Hill,17,80,415
QN62,Queensboro Hill,16,122,462
QN62,Queensboro Hill,15,100,468
QN62,Queensboro Hill,14,131,536
QN62,Queensboro Hill,13,78,474
QN62,Queensboro Hill,12,93,477
QN62,Queensboro Hill,11,102,471
QN62,Queensboro Hill,10,105,544
QN62,Queensboro Hill,9,104,595
QN62,Queensboro Hill,8,118,673
QN62,Queensboro Hill,7,114,574
QN62,Queensboro Hill,6,109,455
QN62,Queensboro Hill,5,74,359
QN62,Queensboro Hill,4,73,481
QN62,Queensboro Hill,3,70,520
QN62,Queensboro Hill,2,91,596
QN62,Queensboro Hill,1,109,811
QN62,Queensboro Hill,0,116,1078
QN68,Queensbridge-Ravenswood-Long Island City,23,10652,17732
QN68,Queensbridge-Ravenswood-Long Island City,22,10092,16392
QN68,Queensbridge-Ravenswood-Long Island City,21,8768,14026
QN68,Queensbridge-Ravenswood-Long Island City,20,8864,11828
QN68,Queensbridge-Ravenswood-Long Island City,19,9674,10694
QN68,Queensbridge-Ravenswood-Long Island City,18,10809,10462
QN68,Queensbridge-Ravenswood-Long Island City,17,11766,10301
QN68,Queensbridge-Ravenswood-Long Island City,16,9324,8911
QN68,Queensbridge-Ravenswood-Long Island City,15,9247,9771
QN68,Queensbridge-Ravenswood-Long Island City,14,9773,9866
QN68,Queensbridge-Ravenswood-Long Island City,13,9727,9172
QN68,Queensbridge-Ravenswood-Long Island City,12,10242,9354
QN68,Queensbridge-Ravenswood-Long Island City,11,10851,9470
QN68,Queensbridge-Ravenswood-Long Island City,10,11348,10181
QN68,Queensbridge-Ravenswood-Long Island City,9,11799,10914
QN68,Queensbridge-Ravenswood-Long Island City,8,13631,11852
QN68,Queensbridge-Ravenswood-Long Island City,7,13208,9652
QN68,Queensbridge-Ravenswood-Long Island City,6,11238,7621
QN68,Queensbridge-Ravenswood-Long Island City,5,8037,6753
QN68,Queensbridge-Ravenswood-Long Island City,4,7924,10382
QN68,Queensbridge-Ravenswood-Long Island City,3,6286,10913
QN68,Queensbridge-Ravenswood-Long Island City,2,7285,13159
QN68,Queensbridge-Ravenswood-Long Island City,1,9117,16194
QN68,Queensbridge-Ravenswood-Long Island City,0,10693,18203
QN18,Rego Park,23,1198,6668
QN18,Rego Park,22,858,5700
QN18,Rego Park,21,634,4945
QN18,Rego Park,20,568,3655
QN18,Rego Park,19,487,2808
QN18,Rego Park,18,498,2119
QN18,Rego Park,17,464,1653
QN18,Rego Park,16,599,1785
QN18,Rego Park,15,747,1904
QN18,Rego Park,14,632,1767
QN18,Rego Park,13,585,1473
QN18,Rego Park,12,534,1383
QN18,Rego Park,11,664,1394
QN18,Rego Park,10,874,1491
QN18,Rego Park,9,1390,1356
QN18,Rego Park,8,2019,1513
QN18,Rego Park,7,1649,1259
QN18,Rego Park,6,1666,1038
QN18,Rego Park,5,759,1591
QN18,Rego Park,4,637,2846
QN18,Rego Park,3,742,3550
QN18,Rego Park,2,989,4319
QN18,Rego Park,1,1429,5558
QN18,Rego Park,0,1520,6355
QN54,Richmond Hill,23,198,2559
QN54,Richmond Hill,22,153,2130
QN54,Richmond Hill,21,177,1583
QN54,Richmond Hill,20,185,1333
QN54,Richmond Hill,19,208,1315
QN54,Richmond Hill,18,230,1290
QN54,Richmond Hill,17,253,1073
QN54,Richmond Hill,16,349,1309
QN54,Richmond Hill,15,325,1353
QN54,Richmond Hill,14,231,1117
QN54,Richmond Hill,13,174,822
QN54,Richmond Hill,12,180,773
QN54,Richmond Hill,11,176,705
QN54,Richmond Hill,10,212,824
QN54,Richmond Hill,9,192,872
QN54,Richmond Hill,8,224,853
QN54,Richmond Hill,7,315,874
QN54,Richmond Hill,6,366,830
QN54,Richmond Hill,5,334,870
QN54,Richmond Hill,4,233,1153
QN54,Richmond Hill,3,165,1220
QN54,Richmond Hill,2,161,1636
QN54,Richmond Hill,1,173,2200
QN54,Richmond Hill,0,204,2508
QN20,Ridgewood,23,422,7784
QN20,Ridgewood,22,318,5773
QN20,Ridgewood,21,273,4329
QN20,Ridgewood,20,216,3258
QN20,Ridgewood,19,147,2549
QN20,Ridgewood,18,141,2213
QN20,Ridgewood,17,115,1496
QN20,Ridgewood,16,100,1375
QN20,Ridgewood,15,110,1475
QN20,Ridgewood,14,87,1278
QN20,Ridgewood,13,97,1048
QN20,Ridgewood,12,74,1021
QN20,Ridgewood,11,103,910
QN20,Ridgewood,10,78,905
QN20,Ridgewood,9,81,917
QN20,Ridgewood,8,93,964
QN20,Ridgewood,7,123,1039
QN20,Ridgewood,6,143,1436
QN20,Ridgewood,5,299,3309
QN20,Ridgewood,4,534,7053
QN20,Ridgewood,3,583,7657
QN20,Ridgewood,2,604,8945
QN20,Ridgewood,1,699,10425
QN20,Ridgewood,0,575,10283
BX98,Rikers Island,23,10,14
BX98,Rikers Island,22,13,8
BX98,Rikers Island,21,8,10
BX98,Rikers Island,20,9,9
BX98,Rikers Island,19,12,17
BX98,Rikers Island,18,18,18
BX98,Rikers Island,17,15,13
BX98,Rikers Island,16,18,20
BX98,Rikers Island,15,18,22
BX98,Rikers Island,14,12,12
BX98,Rikers Island,13,10,14
BX98,Rikers Island,12,3,3
BX98,Rikers Island,11,3,5
BX98,Rikers Island,10,8,10
BX98,Rikers Island,9,17,9
BX98,Rikers Island,8,9,7
BX98,Rikers Island,7,14,10
BX98,Rikers Island,6,3,6
BX98,Rikers Island,2,7,7
BX98,Rikers Island,1,10,12
BX98,Rikers Island,0,13,12
QN05,Rosedale,23,14,546
QN05,Rosedale,22,27,535
QN05,Rosedale,21,23,429
QN05,Rosedale,20,33,462
QN05,Rosedale,19,24,427
QN05,Rosedale,18,30,398
QN05,Rosedale,17,23,348
QN05,Rosedale,16,41,440
QN05,Rosedale,15,29,442
QN05,Rosedale,14,39,368
QN05,Rosedale,13,33,333
QN05,Rosedale,12,33,323
QN05,Rosedale,11,37,380
QN05,Rosedale,10,37,379
QN05,Rosedale,9,28,355
QN05,Rosedale,8,23,317
QN05,Rosedale,7,51,259
QN05,Rosedale,6,25,230
QN05,Rosedale,5,8,179
QN05,Rosedale,4,26,151
QN05,Rosedale,3,19,133
QN05,Rosedale,2,12,191
QN05,Rosedale,1,17,373
QN05,Rosedale,0,16,543
SI32,Rossville-Woodrow,23,7,76
SI32,Rossville-Woodrow,22,2,88
SI32,Rossville-Woodrow,21,3,61
SI32,Rossville-Woodrow,15,1,14
SI32,Rossville-Woodrow,14,2,13
SI32,Rossville-Woodrow,13,1,10
SI32,Rossville-Woodrow,12,3,11
SI32,Rossville-Woodrow,9,1,17
SI32,Rossville-Woodrow,8,2,6
SI32,Rossville-Woodrow,7,1,13
SI32,Rossville-Woodrow,4,1,31
SI32,Rossville-Woodrow,2,3,44
SI32,Rossville-Woodrow,1,3,72
SI32,Rossville-Woodrow,0,4,74
BK96,Rugby-Remsen Village,23,84,1512
BK96,Rugby-Remsen Village,22,71,1282
BK96,Rugby-Remsen Village,21,56,1142
BK96,Rugby-Remsen Village,20,52,1100
BK96,Rugby-Remsen Village,19,68,790
BK96,Rugby-Remsen Village,18,62,652
BK96,Rugby-Remsen Village,17,59,495
BK96,Rugby-Remsen Village,16,85,589
BK96,Rugby-Remsen Village,15,51,606
BK96,Rugby-Remsen Village,14,55,540
BK96,Rugby-Remsen Village,13,40,477
BK96,Rugby-Remsen Village,12,51,476
BK96,Rugby-Remsen Village,11,85,538
BK96,Rugby-Remsen Village,10,52,507
BK96,Rugby-Remsen Village,9,64,538
BK96,Rugby-Remsen Village,8,68,614
BK96,Rugby-Remsen Village,7,51,565
BK96,Rugby-Remsen Village,6,43,462
BK96,Rugby-Remsen Village,5,61,659
BK96,Rugby-Remsen Village,4,71,948
BK96,Rugby-Remsen Village,3,95,930
BK96,Rugby-Remsen Village,2,92,1136
BK96,Rugby-Remsen Village,1,94,1769
BK96,Rugby-Remsen Village,0,80,1722
BX52,Schuylerville-Throgs Neck-Edgewater Park,23,58,1577
BX52,Schuylerville-Throgs Neck-Edgewater Park,22,54,1596
BX52,Schuylerville-Throgs Neck-Edgewater Park,21,62,1310
BX52,Schuylerville-Throgs Neck-Edgewater Park,20,41,1011
BX52,Schuylerville-Throgs Neck-Edgewater Park,19,54,933
BX52,Schuylerville-Throgs Neck-Edgewater Park,18,52,792
BX52,Schuylerville-Throgs Neck-Edgewater Park,17,35,520
BX52,Schuylerville-Throgs Neck-Edgewater Park,16,18,466
BX52,Schuylerville-Throgs Neck-Edgewater Park,15,31,564
BX52,Schuylerville-Throgs Neck-Edgewater Park,14,37,493
BX52,Schuylerville-Throgs Neck-Edgewater Park,13,32,435
BX52,Schuylerville-Throgs Neck-Edgewater Park,12,36,409
BX52,Schuylerville-Throgs Neck-Edgewater Park,11,31,387
BX52,Schuylerville-Throgs Neck-Edgewater Park,10,31,423
BX52,Schuylerville-Throgs Neck-Edgewater Park,9,31,371
BX52,Schuylerville-Throgs Neck-Edgewater Park,8,28,357
BX52,Schuylerville-Throgs Neck-Edgewater Park,7,20,298
BX52,Schuylerville-Throgs Neck-Edgewater Park,6,37,358
BX52,Schuylerville-Throgs Neck-Edgewater Park,5,21,493
BX52,Schuylerville-Throgs Neck-Edgewater Park,4,42,927
BX52,Schuylerville-Throgs Neck-Edgewater Park,3,49,1089
BX52,Schuylerville-Throgs Neck-Edgewater Park,2,43,1291
BX52,Schuylerville-Throgs Neck-Edgewater Park,1,53,1307
BX52,Schuylerville-Throgs Neck-Edgewater Park,0,56,1418
BK21,Seagate-Coney Island,23,11,413
BK21,Seagate-Coney Island,22,24,339
BK21,Seagate-Coney Island,21,10,334
BK21,Seagate-Coney Island,20,14,276
BK21,Seagate-Coney Island,19,10,288
BK21,Seagate-Coney Island,18,14,262
BK21,Seagate-Coney Island,17,20,185
BK21,Seagate-Coney Island,16,7,228
BK21,Seagate-Coney Island,15,22,268
BK21,Seagate-Coney Island,14,23,314
BK21,Seagate-Coney Island,13,27,298
BK21,Seagate-Coney Island,12,20,262
BK21,Seagate-Coney Island,11,18,261
BK21,Seagate-Coney Island,10,16,193
BK21,Seagate-Coney Island,9,38,171
BK21,Seagate-Coney Island,8,21,147
BK21,Seagate-Coney Island,7,17,102
BK21,Seagate-Coney Island,6,8,103
BK21,Seagate-Coney Island,5,11,186
BK21,Seagate-Coney Island,4,18,317
BK21,Seagate-Coney Island,3,12,271
BK21,Seagate-Coney Island,2,13,309
BK21,Seagate-Coney Island,1,20,376
BK21,Seagate-Coney Island,0,19,388
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,23,59,2217
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,22,90,2169
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,21,66,1898
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,20,70,1462
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,19,59,1380
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,18,70,1271
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,17,74,914
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,16,77,942
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,15,85,982
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,14,70,944
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,13,56,776
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12,56,606
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11,56,542
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,10,39,528
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,9,54,480
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,8,54,593
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,7,49,513
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,51,596
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,5,57,661
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4,70,1066
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3,74,1188
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2,87,1391
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1,85,1757
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0,86,2165
MN24,SoHo-TriBeCa-Civic Center-Little Italy,23,530636,397966
MN24,SoHo-TriBeCa-Civic Center-Little Italy,22,585451,433894
MN24,SoHo-TriBeCa-Civic Center-Little Italy,21,592130,477774
MN24,SoHo-TriBeCa-Civic Center-Little Italy,20,608730,533354
MN24,SoHo-TriBeCa-Civic Center-Little Italy,19,597130,530088
MN24,SoHo-TriBeCa-Civic Center-Little Italy,18,512326,452317
MN24,SoHo-TriBeCa-Civic Center-Little Italy,17,389702,324754
MN24,SoHo-TriBeCa-Civic Center-Little Italy,16,303503,301162
MN24,SoHo-TriBeCa-Civic Center-Little Italy,15,378606,370955
MN24,SoHo-TriBeCa-Civic Center-Little Italy,14,418186,408919
MN24,SoHo-TriBeCa-Civic Center-Little Italy,13,404523,420482
MN24,SoHo-TriBeCa-Civic Center-Little Italy,12,396779,436353
MN24,SoHo-TriBeCa-Civic Center-Little Italy,11,357110,408571
MN24,SoHo-TriBeCa-Civic Center-Little Italy,10,324784,430259
MN24,SoHo-TriBeCa-Civic Center-Little Italy,9,329853,453382
MN24,SoHo-TriBeCa-Civic Center-Little Italy,8,303767,317899
MN24,SoHo-TriBeCa-Civic Center-Little Italy,7,223361,207389
MN24,SoHo-TriBeCa-Civic Center-Little Italy,6,128940,123259
MN24,SoHo-TriBeCa-Civic Center-Little Italy,5,63015,47998
MN24,SoHo-TriBeCa-Civic Center-Little Italy,4,105742,67867
MN24,SoHo-TriBeCa-Civic Center-Little Italy,3,175325,104324
MN24,SoHo-TriBeCa-Civic Center-Little Italy,2,252264,154211
MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,337998,228931
MN24,SoHo-TriBeCa-Civic Center-Little Italy,0,435532,324141
BX55,Soundview-Bruckner,23,62,1064
BX55,Soundview-Bruckner,22,66,946
BX55,Soundview-Bruckner,21,74,821
BX55,Soundview-Bruckner,20,44,664
BX55,Soundview-Bruckner,19,56,544
BX55,Soundview-Bruckner,18,58,462
BX55,Soundview-Bruckner,17,54,277
BX55,Soundview-Bruckner,16,33,294
BX55,Soundview-Bruckner,15,25,258
BX55,Soundview-Bruckner,14,33,306
BX55,Soundview-Bruckner,13,34,268
BX55,Soundview-Bruckner,12,33,252
BX55,Soundview-Bruckner,11,33,239
BX55,Soundview-Bruckner,10,47,272
BX55,Soundview-Bruckner,9,42,225
BX55,Soundview-Bruckner,8,47,272
BX55,Soundview-Bruckner,7,55,301
BX55,Soundview-Bruckner,6,80,392
BX55,Soundview-Bruckner,5,70,639
BX55,Soundview-Bruckner,4,74,944
BX55,Soundview-Bruckner,3,44,892
BX55,Soundview-Bruckner,2,58,1160
BX55,Soundview-Bruckner,1,63,1223
BX55,Soundview-Bruckner,0,69,1267
BX09,Soundview-Castle Hill-Clason Point-Harding Park,23,67,1403
BX09,Soundview-Castle Hill-Clason Point-Harding Park,22,68,1231
BX09,Soundview-Castle Hill-Clason Point-Harding Park,21,79,1190
BX09,Soundview-Castle Hill-Clason Point-Harding Park,20,52,973
BX09,Soundview-Castle Hill-Clason Point-Harding Park,19,71,833
BX09,Soundview-Castle Hill-Clason Point-Harding Park,18,75,670
BX09,Soundview-Castle Hill-Clason Point-Harding Park,17,42,526
BX09,Soundview-Castle Hill-Clason Point-Harding Park,16,43,438
BX09,Soundview-Castle Hill-Clason Point-Harding Park,15,44,483
BX09,Soundview-Castle Hill-Clason Point-Harding Park,14,49,499
BX09,Soundview-Castle Hill-Clason Point-Harding Park,13,55,530
BX09,Soundview-Castle Hill-Clason Point-Harding Park,12,33,452
BX09,Soundview-Castle Hill-Clason Point-Harding Park,11,47,422
BX09,Soundview-Castle Hill-Clason Point-Harding Park,10,52,469
BX09,Soundview-Castle Hill-Clason Point-Harding Park,9,28,401
BX09,Soundview-Castle Hill-Clason Point-Harding Park,8,45,440
BX09,Soundview-Castle Hill-Clason Point-Harding Park,7,49,430
BX09,Soundview-Castle Hill-Clason Point-Harding Park,6,33,480
BX09,Soundview-Castle Hill-Clason Point-Harding Park,5,52,577
BX09,Soundview-Castle Hill-Clason Point-Harding Park,4,73,916
BX09,Soundview-Castle Hill-Clason Point-Harding Park,3,53,897
BX09,Soundview-Castle Hill-Clason Point-Harding Park,2,61,982
BX09,Soundview-Castle Hill-Clason Point-Harding Park,1,82,1280
BX09,Soundview-Castle Hill-Clason Point-Harding Park,0,70,1488
QN01,South Jamaica,23,284,902
QN01,South Jamaica,22,342,764
QN01,South Jamaica,21,414,740
QN01,South Jamaica,20,504,667
QN01,South Jamaica,19,511,561
QN01,South Jamaica,18,708,542
QN01,South Jamaica,17,808,472
QN01,South Jamaica,16,899,585
QN01,South Jamaica,15,770,567
QN01,South Jamaica,14,631,480
QN01,South Jamaica,13,475,443
QN01,South Jamaica,12,274,306
QN01,South Jamaica,11,310,342
QN01,South Jamaica,10,226,328
QN01,South Jamaica,9,205,334
QN01,South Jamaica,8,425,323
QN01,South Jamaica,7,493,333
QN01,South Jamaica,6,363,348
QN01,South Jamaica,5,160,250
QN01,South Jamaica,4,32,283
QN01,South Jamaica,3,33,311
QN01,South Jamaica,2,50,442
QN01,South Jamaica,1,97,644
QN01,South Jamaica,0,202,862
QN55,South Ozone Park,23,265,3593
QN55,South Ozone Park,22,283,3558
QN55,South Ozone Park,21,313,2935
QN55,South Ozone Park,20,310,2641
QN55,South Ozone Park,19,370,2627
QN55,South Ozone Park,18,478,2828
QN55,South Ozone Park,17,525,2999
QN55,South Ozone Park,16,636,3844
QN55,South Ozone Park,15,575,3475
QN55,South Ozone Park,14,514,2794
QN55,South Ozone Park,13,343,1932
QN55,South Ozone Park,12,317,1693
QN55,South Ozone Park,11,296,1592
QN55,South Ozone Park,10,219,1532
QN55,South Ozone Park,9,241,1620
QN55,South Ozone Park,8,319,1622
QN55,South Ozone Park,7,365,1722
QN55,South Ozone Park,6,347,1702
QN55,South Ozone Park,5,272,1457
QN55,South Ozone Park,4,336,983
QN55,South Ozone Park,3,205,1008
QN55,South Ozone Park,2,220,1472
QN55,South Ozone Park,1,263,2291
QN55,South Ozone Park,0,271,3274
QN02,Springfield Gardens North,23,41,1304
QN02,Springfield Gardens North,22,42,1194
QN02,Springfield Gardens North,21,40,1156
QN02,Springfield Gardens North,20,48,1102
QN02,Springfield Gardens North,19,42,965
QN02,Springfield Gardens North,18,43,835
QN02,Springfield Gardens North,17,30,678
QN02,Springfield Gardens North,16,36,707
QN02,Springfield Gardens North,15,29,652
QN02,Springfield Gardens North,14,26,562
QN02,Springfield Gardens North,13,23,446
QN02,Springfield Gardens North,12,35,445
QN02,Springfield Gardens North,11,19,380
QN02,Springfield Gardens North,10,27,351
QN02,Springfield Gardens North,9,31,361
QN02,Springfield Gardens North,8,23,318
QN02,Springfield Gardens North,7,60,300
QN02,Springfield Gardens North,6,42,268
QN02,Springfield Gardens North,5,17,222
QN02,Springfield Gardens North,4,29,193
QN02,Springfield Gardens North,3,21,233
QN02,Springfield Gardens North,2,13,397
QN02,Springfield Gardens North,1,21,936
QN02,Springfield Gardens North,0,39,1386
QN03,Springfield Gardens South-Brookville,23,354,2175
QN03,Springfield Gardens South-Brookville,22,391,2239
QN03,Springfield Gardens South-Brookville,21,396,2183
QN03,Springfield Gardens South-Brookville,20,419,1935
QN03,Springfield Gardens South-Brookville,19,449,1788
QN03,Springfield Gardens South-Brookville,18,608,1687
QN03,Springfield Gardens South-Brookville,17,729,1373
QN03,Springfield Gardens South-Brookville,16,825,1436
QN03,Springfield Gardens South-Brookville,15,733,1261
QN03,Springfield Gardens South-Brookville,14,557,1036
QN03,Springfield Gardens South-Brookville,13,432,858
QN03,Springfield Gardens South-Brookville,12,307,687
QN03,Springfield Gardens South-Brookville,11,322,731
QN03,Springfield Gardens South-Brookville,10,222,653
QN03,Springfield Gardens South-Brookville,9,246,625
QN03,Springfield Gardens South-Brookville,8,398,639
QN03,Springfield Gardens South-Brookville,7,493,599
QN03,Springfield Gardens South-Brookville,6,325,468
QN03,Springfield Gardens South-Brookville,5,136,323
QN03,Springfield Gardens South-Brookville,4,57,230
QN03,Springfield Gardens South-Brookville,3,41,252
QN03,Springfield Gardens South-Brookville,2,47,459
QN03,Springfield Gardens South-Brookville,1,149,1051
QN03,Springfield Gardens South-Brookville,0,271,1706
BX29,Spuyten Duyvil-Kingsbridge,23,208,5398
BX29,Spuyten Duyvil-Kingsbridge,22,192,5851
BX29,Spuyten Duyvil-Kingsbridge,21,176,5363
BX29,Spuyten Duyvil-Kingsbridge,20,155,4348
BX29,Spuyten Duyvil-Kingsbridge,19,137,3212
BX29,Spuyten Duyvil-Kingsbridge,18,127,2467
BX29,Spuyten Duyvil-Kingsbridge,17,71,1806
BX29,Spuyten Duyvil-Kingsbridge,16,60,1649
BX29,Spuyten Duyvil-Kingsbridge,15,98,1782
BX29,Spuyten Duyvil-Kingsbridge,14,108,1665
BX29,Spuyten Duyvil-Kingsbridge,13,82,1517
BX29,Spuyten Duyvil-Kingsbridge,12,82,1330
BX29,Spuyten Duyvil-Kingsbridge,11,98,1176
BX29,Spuyten Duyvil-Kingsbridge,10,88,964
BX29,Spuyten Duyvil-Kingsbridge,9,87,994
BX29,Spuyten Duyvil-Kingsbridge,8,125,1005
BX29,Spuyten Duyvil-Kingsbridge,7,73,886
BX29,Spuyten Duyvil-Kingsbridge,6,42,731
BX29,Spuyten Duyvil-Kingsbridge,5,78,931
BX29,Spuyten Duyvil-Kingsbridge,4,130,2009
BX29,Spuyten Duyvil-Kingsbridge,3,139,2563
BX29,Spuyten Duyvil-Kingsbridge,2,161,3294
BX29,Spuyten Duyvil-Kingsbridge,1,204,3869
